idNum,date,problem,citationIssued,personSearch,vehicleSearch
17-170173,2017-05-10T18:39:13Z,suspicious,NA,NO,NO
17-170177,2017-05-10T18:40:45Z,traffic,NA,YES,YES
17-170197,2017-05-10T18:53:30Z,suspicious,NA,NO,NO
17-170205,2017-05-10T18:57:21Z,suspicious,NA,NO,NO
17-170214,2017-05-10T19:10:10Z,suspicious,NA,NA,NA
17-170228,2017-05-10T19:18:28Z,traffic,NA,NA,NA
17-170245,2017-05-10T19:30:11Z,traffic,NA,YES,YES
17-170249,2017-05-10T19:31:31Z,suspicious,NA,NA,NA
17-170263,2017-05-10T19:40:48Z,suspicious,NA,NO,NO
17-170276,2017-05-10T19:45:33Z,suspicious,NA,NO,NO
17-170274,2017-05-10T19:46:23Z,suspicious,NA,NO,NO
17-170281,2017-05-10T19:48:56Z,traffic,NA,NO,NO
17-170282,2017-05-10T19:51:30Z,suspicious,NA,YES,YES
17-170285,2017-05-10T19:53:27Z,traffic,NA,NO,NO
17-170293,2017-05-10T20:00:20Z,traffic,NA,NO,NO
17-170309,2017-05-10T20:09:32Z,suspicious,NA,NA,NA
17-170343,2017-05-10T20:29:26Z,suspicious,NA,NO,NO
17-170347,2017-05-10T20:33:21Z,suspicious,NA,NO,NO
17-170352,2017-05-10T20:37:47Z,suspicious,NA,NO,NO
17-170357,2017-05-10T20:40:59Z,traffic,NA,NO,NO
17-170372,2017-05-10T20:53:34Z,suspicious,NA,NO,NO
17-170382,2017-05-10T21:03:26Z,suspicious,NA,NO,NO
17-170394,2017-05-10T21:11:38Z,suspicious,NA,NO,NO
17-170409,2017-05-10T21:19:09Z,traffic,NA,NO,NO
17-170410,2017-05-10T21:22:51Z,suspicious,NA,NO,NO
17-170417,2017-05-10T21:27:05Z,traffic,NA,NO,NO
17-170418,2017-05-10T21:28:00Z,suspicious,NA,YES,YES
17-170419,2017-05-10T21:28:08Z,traffic,NA,NO,NO
17-170422,2017-05-10T21:28:35Z,traffic,NA,NO,NO
17-170432,2017-05-10T21:36:18Z,suspicious,NA,NA,NA
17-170435,2017-05-10T21:37:27Z,traffic,NA,NO,NO
17-170437,2017-05-10T21:38:14Z,suspicious,NA,NO,NO
17-170445,2017-05-10T21:45:15Z,traffic,NA,NO,NO
17-170447,2017-05-10T21:45:39Z,traffic,NA,NO,NO
17-170451,2017-05-10T21:48:18Z,traffic,NA,NO,NO
17-170455,2017-05-10T21:52:42Z,traffic,NA,NO,NO
17-170465,2017-05-10T21:57:01Z,suspicious,NA,NO,NO
17-170470,2017-05-10T22:04:24Z,traffic,NA,YES,NO
17-170477,2017-05-10T22:11:30Z,suspicious,NA,NO,NO
17-170481,2017-05-10T22:17:20Z,traffic,NA,NO,NO
17-170483,2017-05-10T22:18:15Z,traffic,NA,NA,NA
17-170494,2017-05-10T22:24:04Z,traffic,NA,NO,NO
17-170502,2017-05-10T22:27:43Z,traffic,NA,NO,NO
17-170510,2017-05-10T22:30:19Z,suspicious,NA,NO,NO
17-170513,2017-05-10T22:30:52Z,suspicious,NA,NO,NO
17-170514,2017-05-10T22:31:09Z,traffic,NA,NO,NO
17-170517,2017-05-10T22:32:35Z,traffic,NA,YES,YES
17-170523,2017-05-10T22:37:39Z,suspicious,NA,NO,NO
17-170539,2017-05-10T22:44:11Z,traffic,NA,NO,NO
17-170541,2017-05-10T22:45:00Z,traffic,NA,NO,NO
17-170546,2017-05-10T22:48:45Z,suspicious,NA,NA,NA
17-170549,2017-05-10T22:50:18Z,traffic,NA,NO,NO
17-170550,2017-05-10T22:51:00Z,suspicious,NA,NO,NO
17-170551,2017-05-10T22:51:28Z,suspicious,NA,NO,NO
17-170561,2017-05-10T22:57:18Z,suspicious,NA,YES,YES
17-170562,2017-05-10T22:59:47Z,traffic,NA,NO,NO
17-170566,2017-05-10T23:03:00Z,suspicious,NA,NO,YES
17-170569,2017-05-10T23:05:42Z,suspicious,NA,NO,NO
17-170570,2017-05-10T23:06:47Z,suspicious,NA,NO,NO
17-170572,2017-05-10T23:06:51Z,suspicious,NA,NO,NO
17-170581,2017-05-10T23:14:14Z,suspicious,NA,NA,NA
17-170582,2017-05-10T23:14:59Z,traffic,NA,YES,YES
17-170583,2017-05-10T23:15:11Z,traffic,NA,NO,NO
17-170587,2017-05-10T23:18:37Z,traffic,NA,NO,NO
17-170596,2017-05-10T23:24:59Z,suspicious,NA,NO,NO
17-170597,2017-05-10T23:25:41Z,suspicious,NA,NO,NO
17-170598,2017-05-10T23:25:59Z,suspicious,NA,NO,NO
17-170607,2017-05-10T23:34:35Z,suspicious,NA,YES,NO
17-170609,2017-05-10T23:36:19Z,suspicious,NA,YES,YES
17-170610,2017-05-10T23:36:44Z,traffic,NA,NO,NO
17-170615,2017-05-10T23:38:20Z,suspicious,NA,NO,NO
17-170617,2017-05-10T23:38:32Z,traffic,NA,NO,NO
17-170620,2017-05-10T23:39:41Z,traffic,NA,YES,YES
17-170623,2017-05-10T23:41:46Z,traffic,NA,NO,YES
17-170625,2017-05-10T23:43:28Z,traffic,NA,NO,NO
17-170634,2017-05-10T23:50:13Z,traffic,NA,NO,NO
17-170637,2017-05-10T23:51:04Z,traffic,NA,YES,YES
17-170638,2017-05-10T23:51:08Z,suspicious,NA,NO,NO
17-170646,2017-05-11T00:00:23Z,traffic,NA,NO,NO
17-170663,2017-05-11T00:20:43Z,suspicious,NA,YES,YES
17-170667,2017-05-11T00:22:44Z,traffic,NA,NO,NO
17-170671,2017-05-11T00:30:48Z,traffic,NA,NO,NO
17-170674,2017-05-11T00:32:27Z,traffic,NA,NA,NA
17-170681,2017-05-11T00:39:23Z,suspicious,NA,NO,NO
17-170684,2017-05-11T00:41:56Z,traffic,NA,NO,NO
17-170694,2017-05-11T00:48:15Z,suspicious,NA,NO,NO
17-170695,2017-05-11T00:49:50Z,traffic,NA,NO,NO
17-170700,2017-05-11T00:56:58Z,traffic,NA,NO,NO
17-170718,2017-05-11T01:17:44Z,traffic,NA,NO,NO
17-170728,2017-05-11T01:24:59Z,suspicious,NA,NO,NO
17-170730,2017-05-11T01:27:11Z,suspicious,NA,NO,NO
17-170733,2017-05-11T01:29:11Z,traffic,NA,NO,NO
17-170744,2017-05-11T01:41:57Z,suspicious,NA,YES,YES
17-170747,2017-05-11T01:43:15Z,suspicious,NA,NO,NO
17-170748,2017-05-11T01:44:51Z,traffic,NA,YES,YES
17-170749,2017-05-11T01:45:54Z,traffic,NA,NO,NO
17-170757,2017-05-11T02:01:12Z,traffic,NA,NO,NO
17-170769,2017-05-11T02:12:08Z,traffic,NA,NO,NO
17-170776,2017-05-11T02:17:35Z,suspicious,NA,NO,NO
17-170779,2017-05-11T02:20:11Z,traffic,NA,NO,NO
17-170787,2017-05-11T02:27:42Z,suspicious,NA,NO,NO
17-170796,2017-05-11T02:38:22Z,suspicious,NA,NO,NO
17-170805,2017-05-11T02:54:01Z,traffic,NA,NO,NO
17-170807,2017-05-11T02:54:16Z,traffic,NA,NO,NO
17-170811,2017-05-11T03:01:34Z,suspicious,NA,NO,NO
17-170813,2017-05-11T03:04:29Z,suspicious,NA,NO,NO
17-170814,2017-05-11T03:05:45Z,suspicious,NA,YES,NO
17-170818,2017-05-11T03:10:46Z,traffic,NA,NO,NO
17-170819,2017-05-11T03:11:40Z,suspicious,NA,NO,NO
17-170832,2017-05-11T03:49:08Z,suspicious,NA,NO,NO
17-170837,2017-05-11T03:53:20Z,traffic,NA,NO,NO
17-170842,2017-05-11T04:02:42Z,traffic,NA,NO,NO
17-170844,2017-05-11T04:12:33Z,suspicious,NA,NO,NO
17-170853,2017-05-11T05:02:27Z,traffic,NA,NO,NO
17-170857,2017-05-11T05:51:11Z,suspicious,NA,NO,NO
17-170863,2017-05-11T06:08:57Z,suspicious,NA,NA,NA
17-170883,2017-05-11T07:00:02Z,traffic,NA,NO,NO
17-170889,2017-05-11T07:12:54Z,traffic,NA,NO,NO
17-170895,2017-05-11T07:18:26Z,suspicious,NA,NO,NO
17-170900,2017-05-11T07:23:09Z,traffic,NA,NO,NO
17-170915,2017-05-11T07:39:25Z,suspicious,NA,NA,NA
17-170923,2017-05-11T07:54:44Z,traffic,NA,NO,NO
17-170930,2017-05-11T08:05:51Z,traffic,NA,NO,NO
17-170936,2017-05-11T08:15:58Z,suspicious,NA,NO,NO
17-170978,2017-05-11T09:04:47Z,suspicious,NA,NO,NO
17-170980,2017-05-11T09:12:58Z,suspicious,NA,NO,NO
17-170990,2017-05-11T09:24:06Z,suspicious,NA,NO,NO
17-171020,2017-05-11T09:53:05Z,traffic,NA,NO,NO
17-171042,2017-05-11T10:09:58Z,suspicious,NA,NO,NO
17-171073,2017-05-11T10:45:46Z,suspicious,NA,NO,NO
17-171081,2017-05-11T10:53:18Z,traffic,NA,NO,NO
17-171094,2017-05-11T11:13:00Z,traffic,NA,NO,NO
17-171102,2017-05-11T11:18:25Z,traffic,NA,NO,NO
17-171127,2017-05-11T11:39:40Z,suspicious,NA,NA,NA
17-171141,2017-05-11T11:59:08Z,traffic,NA,NO,NO
17-171162,2017-05-11T12:11:37Z,suspicious,NA,NO,NO
17-171164,2017-05-11T12:16:01Z,traffic,NA,NO,NO
17-171176,2017-05-11T12:21:17Z,suspicious,NA,YES,NO
17-171182,2017-05-11T12:25:08Z,suspicious,NA,NO,NO
17-171183,2017-05-11T12:25:18Z,suspicious,NA,NO,NO
17-171186,2017-05-11T12:27:08Z,suspicious,NA,NO,NO
17-171199,2017-05-11T12:39:08Z,suspicious,NA,NO,NO
17-171213,2017-05-11T12:53:19Z,suspicious,NA,NA,NA
17-171234,2017-05-11T13:12:45Z,traffic,NA,NO,NO
17-171306,2017-05-11T14:19:13Z,suspicious,NA,NO,NO
17-171313,2017-05-11T14:25:18Z,suspicious,NA,NO,NO
17-171332,2017-05-11T14:41:39Z,traffic,NA,NO,NO
17-171353,2017-05-11T15:01:38Z,suspicious,NA,NA,NA
17-171392,2017-05-11T15:44:42Z,traffic,NA,NO,NO
17-171400,2017-05-11T15:52:51Z,suspicious,NA,NO,NO
17-171418,2017-05-11T16:07:31Z,suspicious,NA,NA,NA
17-171424,2017-05-11T16:15:33Z,traffic,NA,NO,NO
17-171446,2017-05-11T16:30:57Z,suspicious,NA,NO,NO
17-171458,2017-05-11T16:44:17Z,suspicious,NA,NA,NA
17-171470,2017-05-11T16:52:00Z,suspicious,NA,NO,NO
17-171474,2017-05-11T16:59:10Z,suspicious,NA,NO,NO
17-171543,2017-05-11T17:38:47Z,traffic,NA,NO,NO
17-171547,2017-05-11T17:41:20Z,suspicious,NA,NO,NO
17-171552,2017-05-11T17:45:56Z,traffic,NA,NO,NO
17-171553,2017-05-11T17:46:22Z,traffic,NA,NO,NO
17-171575,2017-05-11T17:56:58Z,traffic,NA,NO,NO
17-171582,2017-05-11T18:01:44Z,traffic,NA,NO,NO
17-171589,2017-05-11T18:07:23Z,traffic,NA,NO,NO
17-171593,2017-05-11T18:10:43Z,suspicious,NA,NO,NO
17-171597,2017-05-11T18:14:34Z,suspicious,NA,NO,NO
17-171600,2017-05-11T18:15:52Z,traffic,NA,NO,NO
17-171604,2017-05-11T18:19:21Z,suspicious,NA,NO,NO
17-171608,2017-05-11T18:21:29Z,suspicious,NA,NO,NO
17-171614,2017-05-11T18:27:29Z,suspicious,NA,YES,NO
17-171616,2017-05-11T18:29:56Z,suspicious,NA,NA,NA
17-171617,2017-05-11T18:30:14Z,traffic,NA,NO,NO
17-171653,2017-05-11T19:00:54Z,suspicious,NA,NO,NO
17-171658,2017-05-11T19:02:48Z,suspicious,NA,NO,NO
17-171659,2017-05-11T19:03:11Z,traffic,NA,YES,YES
17-171679,2017-05-11T19:18:19Z,traffic,NA,YES,YES
17-171682,2017-05-11T19:19:55Z,traffic,NA,YES,YES
17-171687,2017-05-11T19:23:30Z,traffic,NA,NO,NO
17-171723,2017-05-11T19:54:52Z,suspicious,NA,NO,NO
17-171724,2017-05-11T19:55:59Z,traffic,NA,NO,NO
17-171729,2017-05-11T20:01:41Z,traffic,NA,NO,NO
17-171736,2017-05-11T20:06:27Z,suspicious,NA,NO,NO
17-171741,2017-05-11T20:08:14Z,suspicious,NA,NO,NO
17-171748,2017-05-11T20:12:54Z,suspicious,NA,NO,NO
17-171763,2017-05-11T20:24:42Z,suspicious,NA,NO,NO
17-171769,2017-05-11T20:33:03Z,suspicious,NA,YES,NO
17-171777,2017-05-11T20:39:56Z,suspicious,NA,NO,NO
17-171779,2017-05-11T20:41:44Z,traffic,NA,NO,NO
17-171795,2017-05-11T20:51:30Z,traffic,NA,NO,NO
17-171815,2017-05-11T21:06:15Z,traffic,NA,NA,NA
17-171832,2017-05-11T21:14:27Z,traffic,NA,NO,NO
17-171857,2017-05-11T21:26:43Z,traffic,NA,NO,NO
17-171878,2017-05-11T21:42:07Z,suspicious,NA,NO,NO
17-171890,2017-05-11T21:49:18Z,traffic,NA,NO,NO
17-171895,2017-05-11T21:51:38Z,suspicious,NA,NA,NA
17-171903,2017-05-11T21:55:51Z,traffic,NA,NO,NO
17-171904,2017-05-11T21:55:58Z,traffic,NA,NO,NO
17-171907,2017-05-11T21:58:41Z,traffic,NA,YES,YES
17-171918,2017-05-11T22:03:40Z,traffic,NA,NO,NO
17-171929,2017-05-11T22:07:52Z,traffic,NA,NO,NO
17-171945,2017-05-11T22:17:15Z,suspicious,NA,NA,NA
17-171947,2017-05-11T22:20:08Z,traffic,NA,NO,NO
17-171967,2017-05-11T22:37:20Z,traffic,NA,YES,YES
17-172006,2017-05-11T23:10:50Z,suspicious,NA,NO,NO
17-172009,2017-05-11T23:11:45Z,traffic,NA,NO,NO
17-172019,2017-05-11T23:15:38Z,traffic,NA,NO,NO
17-172046,2017-05-11T23:27:51Z,suspicious,NA,NO,NO
17-172060,2017-05-11T23:40:11Z,traffic,NA,YES,NO
17-172062,2017-05-11T23:42:17Z,traffic,NA,NO,NO
17-172072,2017-05-12T00:04:11Z,suspicious,NA,NO,NO
17-172085,2017-05-12T00:18:35Z,traffic,NA,NO,NO
17-172087,2017-05-12T00:19:15Z,traffic,NA,NO,NO
17-172096,2017-05-12T00:28:21Z,traffic,NA,NO,NO
17-172101,2017-05-12T00:34:07Z,traffic,NA,NO,NO
17-172106,2017-05-12T00:43:01Z,suspicious,NA,NA,NA
17-172108,2017-05-12T00:46:12Z,suspicious,NA,YES,NO
17-172119,2017-05-12T01:02:28Z,suspicious,NA,NO,NO
17-172126,2017-05-12T01:12:56Z,suspicious,NA,NA,NA
17-172131,2017-05-12T01:20:31Z,suspicious,NA,NA,NA
17-172133,2017-05-12T01:21:04Z,traffic,NA,NO,NO
17-172141,2017-05-12T01:29:04Z,suspicious,NA,NO,NO
17-172146,2017-05-12T01:36:49Z,traffic,NA,NO,NO
17-172156,2017-05-12T01:54:18Z,traffic,NA,NO,NO
17-172166,2017-05-12T02:03:44Z,traffic,NA,NO,NO
17-172169,2017-05-12T02:06:57Z,traffic,NA,NO,NO
17-172176,2017-05-12T02:16:48Z,traffic,NA,NO,NO
17-172177,2017-05-12T02:17:43Z,traffic,NA,NO,NO
17-172178,2017-05-12T02:17:52Z,traffic,NA,NO,NO
17-172180,2017-05-12T02:19:15Z,suspicious,NA,NO,NO
17-172185,2017-05-12T02:28:09Z,suspicious,NA,NO,NO
17-172188,2017-05-12T02:33:33Z,traffic,NA,YES,YES
17-172190,2017-05-12T02:37:42Z,suspicious,NA,NA,NA
17-172216,2017-05-12T03:12:26Z,traffic,NA,NO,NO
17-172223,2017-05-12T03:36:10Z,traffic,NA,NO,NO
17-172249,2017-05-12T03:56:04Z,suspicious,NA,NO,NO
17-172261,2017-05-12T04:40:57Z,traffic,NA,NO,YES
17-172266,2017-05-12T05:26:44Z,traffic,NA,NO,NO
17-172267,2017-05-12T05:36:30Z,suspicious,NA,YES,NO
17-172268,2017-05-12T05:36:46Z,suspicious,NA,NO,NO
17-172289,2017-05-12T06:43:23Z,suspicious,NA,YES,YES
17-172291,2017-05-12T06:44:35Z,suspicious,NA,NA,NA
17-172310,2017-05-12T07:28:41Z,suspicious,NA,NO,NO
17-172316,2017-05-12T07:41:03Z,traffic,NA,NO,NO
17-172365,2017-05-12T08:47:55Z,suspicious,NA,NO,NO
17-172367,2017-05-12T08:55:20Z,suspicious,NA,YES,YES
17-172379,2017-05-12T09:09:44Z,traffic,NA,NO,NO
17-172389,2017-05-12T09:22:49Z,suspicious,NA,NO,NO
17-172402,2017-05-12T09:37:14Z,suspicious,NA,NA,NA
17-172406,2017-05-12T09:39:17Z,suspicious,NA,NO,NO
17-172407,2017-05-12T09:39:53Z,traffic,NA,NO,NO
17-172429,2017-05-12T10:01:40Z,traffic,NA,NO,NO
17-172464,2017-05-12T10:35:47Z,suspicious,NA,NO,NO
17-172468,2017-05-12T10:41:11Z,suspicious,NA,NA,NA
17-172479,2017-05-12T10:55:07Z,suspicious,NA,NO,NO
17-172505,2017-05-12T11:14:32Z,suspicious,NA,NO,NO
17-172533,2017-05-12T11:35:05Z,suspicious,NA,NA,NA
17-172558,2017-05-12T11:54:41Z,traffic,NA,NO,NO
17-172561,2017-05-12T11:56:34Z,suspicious,NA,NO,NO
17-172560,2017-05-12T11:56:37Z,traffic,NA,NO,NO
17-172565,2017-05-12T11:58:58Z,traffic,NA,NO,NO
17-172570,2017-05-12T12:00:58Z,traffic,NA,NO,NO
17-172571,2017-05-12T12:03:33Z,traffic,NA,YES,YES
17-172576,2017-05-12T12:04:45Z,traffic,NA,NO,NO
17-172586,2017-05-12T12:11:13Z,traffic,NA,NO,NO
17-172587,2017-05-12T12:11:16Z,traffic,NA,NO,NO
17-172599,2017-05-12T12:18:45Z,traffic,NA,NO,NO
17-172604,2017-05-12T12:22:42Z,traffic,NA,NO,NO
17-172610,2017-05-12T12:25:47Z,traffic,NA,NO,NO
17-172612,2017-05-12T12:27:36Z,traffic,NA,NO,NO
17-172616,2017-05-12T12:30:00Z,traffic,NA,NA,NA
17-172617,2017-05-12T12:30:01Z,traffic,NA,NO,NO
17-172618,2017-05-12T12:30:26Z,traffic,NA,NO,NO
17-172626,2017-05-12T12:37:07Z,traffic,NA,NO,YES
17-172627,2017-05-12T12:37:44Z,traffic,NA,NO,NO
17-172628,2017-05-12T12:39:05Z,suspicious,NA,NO,NO
17-172638,2017-05-12T12:47:06Z,traffic,NA,NO,NO
17-172640,2017-05-12T12:48:01Z,traffic,NA,NO,NO
17-172643,2017-05-12T12:49:17Z,traffic,NA,NO,NO
17-172645,2017-05-12T12:50:17Z,suspicious,NA,NO,NO
17-172648,2017-05-12T12:52:03Z,suspicious,NA,NO,NO
17-172649,2017-05-12T12:53:17Z,traffic,NA,NO,NO
17-172652,2017-05-12T12:55:09Z,suspicious,NA,NA,NA
17-172653,2017-05-12T12:55:27Z,traffic,NA,YES,YES
17-172679,2017-05-12T13:12:03Z,traffic,NA,NA,NA
17-172680,2017-05-12T13:12:05Z,suspicious,NA,NO,NO
17-172681,2017-05-12T13:12:39Z,suspicious,NA,NA,NA
17-172687,2017-05-12T13:17:50Z,suspicious,NA,NA,NA
17-172723,2017-05-12T13:45:56Z,suspicious,NA,NO,NO
17-172726,2017-05-12T13:46:59Z,suspicious,NA,NO,NO
17-172727,2017-05-12T13:47:39Z,suspicious,NA,NO,YES
17-172746,2017-05-12T14:09:30Z,traffic,NA,NO,NO
17-172751,2017-05-12T14:13:31Z,suspicious,NA,NA,NA
17-172760,2017-05-12T14:27:15Z,suspicious,NA,NO,NO
17-172773,2017-05-12T14:35:56Z,suspicious,NA,NO,NO
17-172784,2017-05-12T14:40:53Z,suspicious,NA,NA,NA
17-172807,2017-05-12T15:01:51Z,traffic,NA,NO,NO
17-172814,2017-05-12T15:08:14Z,suspicious,NA,NO,NO
17-172815,2017-05-12T15:09:27Z,suspicious,NA,NO,NO
17-172819,2017-05-12T15:10:32Z,suspicious,NA,NA,NA
17-172832,2017-05-12T15:17:32Z,traffic,NA,NO,NO
17-172851,2017-05-12T15:33:05Z,suspicious,NA,NO,NO
17-172853,2017-05-12T15:37:24Z,traffic,NA,NA,NA
17-172860,2017-05-12T15:46:46Z,traffic,NA,NO,NO
17-172863,2017-05-12T15:46:50Z,suspicious,NA,NO,NO
17-172870,2017-05-12T15:57:17Z,suspicious,NA,NA,NA
17-172901,2017-05-12T16:21:55Z,traffic,NA,NO,NO
17-172905,2017-05-12T16:23:18Z,traffic,NA,NO,NO
17-172914,2017-05-12T16:29:41Z,suspicious,NA,NO,NO
17-172920,2017-05-12T16:32:55Z,suspicious,NA,NO,NO
17-172933,2017-05-12T16:45:22Z,traffic,NA,NO,NO
17-172943,2017-05-12T16:52:25Z,suspicious,NA,NO,NO
17-172946,2017-05-12T16:55:01Z,suspicious,NA,NO,NO
17-172952,2017-05-12T16:58:46Z,suspicious,NA,NO,NO
17-172960,2017-05-12T17:04:45Z,traffic,NA,NO,NO
17-172983,2017-05-12T17:27:16Z,suspicious,NA,NO,NO
17-172987,2017-05-12T17:28:59Z,suspicious,NA,NO,NO
17-173010,2017-05-12T17:44:53Z,suspicious,NA,NO,NO
17-173024,2017-05-12T17:54:41Z,traffic,NA,NO,NO
17-173037,2017-05-12T18:00:55Z,suspicious,NA,NO,NO
17-173039,2017-05-12T18:02:10Z,suspicious,NA,YES,NO
17-173057,2017-05-12T18:11:56Z,traffic,NA,NO,NO
17-173058,2017-05-12T18:11:57Z,suspicious,NA,NO,NO
17-173062,2017-05-12T18:16:58Z,suspicious,NA,NA,NA
17-173084,2017-05-12T18:26:10Z,suspicious,NA,NO,NO
17-173085,2017-05-12T18:27:13Z,suspicious,NA,NO,NO
17-173091,2017-05-12T18:32:00Z,suspicious,NA,NO,NO
17-173095,2017-05-12T18:36:07Z,suspicious,NA,NO,NO
17-173097,2017-05-12T18:39:32Z,suspicious,NA,NO,NO
17-173103,2017-05-12T18:44:02Z,suspicious,NA,NO,NO
17-173107,2017-05-12T18:47:33Z,traffic,NA,NO,NO
17-173120,2017-05-12T19:00:08Z,suspicious,NA,NO,NO
17-173123,2017-05-12T19:04:13Z,traffic,NA,NO,NO
17-173145,2017-05-12T19:23:43Z,suspicious,NA,NO,NO
17-173147,2017-05-12T19:24:15Z,traffic,NA,NO,NO
17-173162,2017-05-12T19:36:37Z,traffic,NA,NO,NO
17-173180,2017-05-12T19:50:01Z,suspicious,NA,NA,NA
17-173185,2017-05-12T19:53:45Z,suspicious,NA,NA,NA
17-173192,2017-05-12T20:00:28Z,suspicious,NA,NO,NO
17-173194,2017-05-12T20:01:03Z,suspicious,NA,NO,NO
17-173197,2017-05-12T20:01:49Z,traffic,NA,NO,NO
17-173198,2017-05-12T20:02:16Z,traffic,NA,NO,NO
17-173221,2017-05-12T20:21:54Z,suspicious,NA,NA,NA
17-173222,2017-05-12T20:23:53Z,suspicious,NA,NA,NA
17-173229,2017-05-12T20:28:42Z,traffic,NA,NO,NO
17-173232,2017-05-12T20:30:03Z,traffic,NA,NO,NO
17-173239,2017-05-12T20:33:52Z,suspicious,NA,NA,NA
17-173242,2017-05-12T20:35:40Z,traffic,NA,NO,NO
17-173247,2017-05-12T20:38:38Z,traffic,NA,NO,NO
17-173255,2017-05-12T20:43:14Z,traffic,NA,NO,NO
17-173261,2017-05-12T20:45:44Z,traffic,NA,NA,NA
17-173264,2017-05-12T20:46:22Z,suspicious,NA,NO,NO
17-173287,2017-05-12T21:03:07Z,traffic,NA,NO,NO
17-173293,2017-05-12T21:08:15Z,suspicious,NA,NO,NO
17-173294,2017-05-12T21:08:38Z,suspicious,NA,NO,NO
17-173301,2017-05-12T21:12:55Z,suspicious,NA,YES,YES
17-173318,2017-05-12T21:23:52Z,traffic,NA,NO,NO
17-173323,2017-05-12T21:28:32Z,suspicious,NA,NO,NO
17-173336,2017-05-12T21:33:55Z,suspicious,NA,NO,NO
17-173337,2017-05-12T21:34:00Z,traffic,NA,NO,NO
17-173344,2017-05-12T21:43:56Z,traffic,NA,NO,NO
17-173346,2017-05-12T21:44:50Z,traffic,NA,NO,NO
17-173358,2017-05-12T21:50:08Z,traffic,NA,NO,NO
17-173359,2017-05-12T21:51:30Z,traffic,NA,NO,NO
17-173363,2017-05-12T21:54:32Z,suspicious,NA,NO,NO
17-173362,2017-05-12T21:55:11Z,traffic,NA,NO,NO
17-173379,2017-05-12T22:05:40Z,traffic,NA,NO,NO
17-173388,2017-05-12T22:09:59Z,traffic,NA,NA,NA
17-173391,2017-05-12T22:12:06Z,suspicious,NA,YES,NO
17-173392,2017-05-12T22:13:21Z,traffic,NA,NO,NO
17-173400,2017-05-12T22:15:27Z,traffic,NA,NA,NA
17-173401,2017-05-12T22:17:12Z,traffic,NA,NO,NO
17-173407,2017-05-12T22:19:22Z,traffic,NA,NO,NO
17-173408,2017-05-12T22:19:25Z,suspicious,NA,NO,NO
17-173409,2017-05-12T22:19:58Z,traffic,NA,NO,NO
17-173423,2017-05-12T22:25:48Z,traffic,NA,NA,NA
17-173429,2017-05-12T22:30:26Z,traffic,NA,NO,NO
17-173431,2017-05-12T22:30:36Z,suspicious,NA,NA,NA
17-173434,2017-05-12T22:31:00Z,suspicious,NA,NO,NO
17-173437,2017-05-12T22:33:02Z,suspicious,NA,NO,NO
17-173446,2017-05-12T22:37:11Z,suspicious,NA,NA,NA
17-173447,2017-05-12T22:37:28Z,traffic,NA,YES,YES
17-173451,2017-05-12T22:40:32Z,traffic,NA,NO,NO
17-173453,2017-05-12T22:41:00Z,suspicious,NA,NO,NO
17-173462,2017-05-12T22:44:32Z,suspicious,NA,YES,NO
17-173463,2017-05-12T22:44:45Z,suspicious,NA,NA,NA
17-173469,2017-05-12T22:47:12Z,traffic,NA,NO,NO
17-173491,2017-05-12T23:02:42Z,suspicious,NA,NO,NO
17-173498,2017-05-12T23:09:21Z,suspicious,NA,NO,NO
17-173508,2017-05-12T23:15:55Z,traffic,NA,NO,NO
17-173516,2017-05-12T23:20:16Z,traffic,NA,NO,NO
17-173520,2017-05-12T23:21:36Z,traffic,NA,NO,NO
17-173527,2017-05-12T23:22:45Z,suspicious,NA,NA,NA
17-173530,2017-05-12T23:25:31Z,traffic,NA,NO,NO
17-173539,2017-05-12T23:30:44Z,traffic,NA,NO,NO
17-173542,2017-05-12T23:31:56Z,traffic,NA,NO,NO
17-173547,2017-05-12T23:33:34Z,suspicious,NA,NO,NO
17-173560,2017-05-12T23:43:14Z,traffic,NA,NO,NO
17-173563,2017-05-12T23:44:24Z,traffic,NA,NA,NA
17-173567,2017-05-12T23:47:56Z,traffic,NA,NO,NO
17-173571,2017-05-12T23:50:19Z,traffic,NA,NO,NO
17-173572,2017-05-12T23:51:24Z,traffic,NA,NA,NA
17-173578,2017-05-12T23:53:30Z,traffic,NA,NO,NO
17-173581,2017-05-12T23:54:29Z,suspicious,NA,YES,NO
17-173582,2017-05-12T23:55:31Z,suspicious,NA,NO,NO
17-173587,2017-05-12T23:57:47Z,suspicious,NA,NO,NO
17-173589,2017-05-12T23:58:13Z,traffic,NA,NO,NO
17-173611,2017-05-13T00:18:12Z,traffic,NA,YES,YES
17-173612,2017-05-13T00:21:47Z,traffic,NA,NO,NO
17-173625,2017-05-13T00:30:31Z,traffic,NA,NO,NO
17-173632,2017-05-13T00:36:31Z,traffic,NA,NA,NA
17-173638,2017-05-13T00:40:09Z,traffic,NA,NO,NO
17-173647,2017-05-13T00:55:08Z,suspicious,NA,NA,NA
17-173662,2017-05-13T01:10:59Z,traffic,NA,NO,NO
17-173669,2017-05-13T01:16:12Z,traffic,NA,NO,NO
17-173672,2017-05-13T01:19:15Z,suspicious,NA,NO,NO
17-173675,2017-05-13T01:21:56Z,traffic,NA,NO,NO
17-173676,2017-05-13T01:22:21Z,traffic,NA,NO,NO
17-173696,2017-05-13T01:39:04Z,traffic,NA,NO,NO
