idNum,preRace,race,gender
17-205712,Unknown,Unknown,Unknown
17-205717,Black,Black,Male
17-205723,NA,NA,NA
17-205732,NA,NA,NA
17-205754,Unknown,Black,Female
17-205757,Unknown,Black,Male
17-205758,Unknown,Unknown,Unknown
17-205761,Unknown,Native American,Female
17-205782,White,White,Male
17-205790,Unknown,Unknown,Unknown
17-205804,Black,Unknown,Male
17-205807,White,White,Female
17-205818,Unknown,Black,Male
17-205819,Unknown,White,Male
17-205822,Unknown,Unknown,Unknown
17-205824,White,White,Male
17-205849,Black,Black,Male
17-205860,Unknown,White,Male
17-205880,Unknown,East African,Male
17-205883,Unknown,East African,Female
17-205905,Unknown,East African,Male
17-205918,Unknown,Black,Male
17-205919,Unknown,Unknown,Unknown
17-205931,Native American,Native American,Male
17-205937,NA,NA,NA
17-205939,White,Unknown,Male
17-205940,Unknown,Black,Male
17-205946,Unknown,Unknown,Unknown
17-205945,Native American,Native American,Male
17-205952,Unknown,Black,Male
17-205978,Unknown,Other,Male
17-205981,Unknown,White,Female
17-205984,NA,NA,NA
17-205994,Unknown,Unknown,Unknown
17-205997,Unknown,Unknown,Unknown
17-206002,Unknown,Unknown,Unknown
17-206014,Black,Black,Male
17-206031,Black,Black,Male
17-206037,White,Unknown,Male
17-206051,Unknown,Black,Female
17-206074,Black,Unknown,Male
17-206087,Unknown,White,Female
17-206101,Unknown,Native American,Female
17-206103,NA,NA,NA
17-206132,Black,Black,Female
17-206157,Unknown,Unknown,Male
17-206164,Unknown,Unknown,Unknown
17-206199,White,White,Female
17-206230,NA,NA,NA
17-206247,NA,NA,NA
17-206255,Black,Black,Male
17-206261,Unknown,Unknown,Unknown
17-206278,Black,Black,Female
17-206284,Unknown,Unknown,Male
17-206300,Unknown,Black,Male
17-206339,NA,NA,NA
17-206375,NA,NA,NA
17-206391,Black,Unknown,Male
17-206407,Black,Black,Male
17-206412,NA,NA,NA
17-206442,White,White,Male
17-206453,Unknown,Black,Male
17-206460,White,White,Male
17-206494,Unknown,Black,Female
17-206495,Black,Black,Male
17-206516,Black,Black,Male
17-206538,Black,Black,Male
17-206558,Black,Black,Male
17-206572,Unknown,Unknown,Unknown
17-206582,Native American,Native American,Female
17-206601,Unknown,White,Male
17-206623,East African,East African,Male
17-206626,Unknown,Latino,Male
17-206631,Unknown,White,Male
17-206642,Unknown,Black,Female
17-206654,Unknown,Unknown,Unknown
17-206661,Black,Black,Female
17-206665,Unknown,Black,Male
17-206679,Unknown,East African,Female
17-206693,NA,NA,NA
17-206704,Unknown,Black,Male
17-206753,Unknown,Black,Male
17-206760,NA,NA,NA
17-206781,Black,Black,Male
17-206795,Black,Black,Male
17-206824,White,White,Male
17-206838,NA,NA,NA
17-206841,Black,Black,Male
17-206884,Black,Black,Male
17-206889,White,White,Female
17-206891,NA,NA,NA
17-206894,NA,NA,NA
17-206904,NA,NA,NA
17-206907,Unknown,Unknown,Unknown
17-206910,Unknown,Unknown,Unknown
17-206929,Unknown,Latino,Male
17-206957,NA,NA,NA
17-206968,NA,NA,NA
17-206986,Black,Black,Male
17-206989,Unknown,Unknown,Unknown
17-207012,Unknown,Latino,Male
17-207015,Unknown,Unknown,Unknown
17-207030,Unknown,Unknown,Unknown
17-207037,Unknown,Other,Male
17-207048,Other,Unknown,Male
17-207050,Other,Other,Male
17-207056,NA,NA,NA
17-207060,Black,Black,Male
17-207062,Unknown,Black,Female
17-207074,Unknown,Unknown,Unknown
17-207090,Unknown,Black,Female
17-207096,Unknown,Unknown,Unknown
17-207100,NA,NA,NA
17-207103,Unknown,Black,Female
17-207108,Unknown,Unknown,Unknown
17-207127,White,White,Male
17-207135,White,White,Male
17-207156,NA,NA,NA
17-207162,Black,Black,Male
17-207191,Unknown,Unknown,Unknown
17-207205,Unknown,White,Male
17-207214,Unknown,Other,Male
17-207236,Unknown,Black,Male
17-207249,NA,NA,NA
17-207253,Black,Black,Male
17-207257,NA,NA,NA
17-207264,Unknown,Black,Male
17-207272,Unknown,East African,Male
17-207288,Unknown,Black,Male
17-207293,Unknown,Other,Female
17-207297,Unknown,White,Male
17-207301,Unknown,Black,Male
17-207312,Unknown,Black,Male
17-207321,Unknown,Unknown,Unknown
17-207352,Unknown,East African,Male
17-207358,Unknown,Black,Female
17-207368,White,White,Male
17-207369,Unknown,Unknown,Unknown
17-207410,Black,Black,Male
17-207420,NA,NA,NA
17-207421,Unknown,Black,Male
17-207430,Unknown,White,Female
17-207431,NA,NA,NA
17-207435,Unknown,Unknown,Unknown
17-207457,Unknown,Black,Female
17-207460,Unknown,Unknown,Unknown
17-207479,Unknown,Black,Female
17-207484,Unknown,White,Male
17-207485,Unknown,White,Male
17-207486,Unknown,Unknown,Unknown
17-207487,Unknown,Black,Male
17-207497,NA,NA,NA
17-207502,Unknown,White,Male
17-207503,Unknown,Black,Male
17-207505,Unknown,White,Male
17-207524,Unknown,White,Male
17-207528,Black,Black,Female
17-207549,NA,NA,NA
17-207559,Black,Black,Male
17-207568,Unknown,Black,Female
17-207586,Native American,Native American,Female
17-207605,Unknown,Unknown,Unknown
17-207608,White,White,Male
17-207612,Black,Black,Male
17-207616,White,White,Female
17-207637,Unknown,Black,Female
17-207664,Unknown,Unknown,Male
17-207696,NA,NA,NA
17-207698,Unknown,Unknown,Unknown
17-207732,NA,NA,NA
17-207742,Unknown,Native American,Male
17-207759,White,White,Male
17-207766,NA,NA,NA
17-207782,Unknown,White,Male
17-207839,NA,NA,NA
17-207840,Unknown,East African,Female
17-207854,NA,NA,NA
17-207860,White,White,Unknown
17-207867,Unknown,Latino,Male
17-207870,NA,NA,NA
17-207873,NA,NA,NA
17-207903,Unknown,Unknown,Male
17-207913,Black,Black,Male
17-207937,White,White,Male
17-207942,East African,East African,Male
17-207946,Unknown,East African,Male
17-207968,Black,Black,Female
17-207984,Unknown,Unknown,Unknown
17-208004,Unknown,Unknown,Unknown
17-208007,Black,Black,Male
17-208019,White,White,Female
17-208034,White,White,Male
17-208040,Unknown,Unknown,Unknown
17-208042,Black,Black,Male
17-208047,White,Unknown,Male
17-208059,White,White,Male
17-208069,Black,Black,Male
17-208094,Other,Other,Male
17-208103,NA,NA,NA
17-208111,Black,Unknown,Unknown
17-208115,White,White,Male
17-208152,Unknown,White,Female
17-208154,Black,Black,Male
17-208165,Black,Black,Male
17-208167,Unknown,Black,Male
17-208168,Unknown,Unknown,Unknown
17-208172,Unknown,Black,Female
17-208184,Unknown,Black,Female
17-208193,Unknown,White,Male
17-208206,NA,NA,NA
17-208208,Unknown,Black,Male
17-208223,Black,Black,Male
17-208224,Unknown,Unknown,Unknown
17-208241,Unknown,Black,Male
17-208265,Unknown,Unknown,Male
17-208275,Unknown,Black,Male
17-208281,White,White,Male
17-208283,NA,NA,NA
17-208285,Unknown,White,Male
17-208299,Black,Unknown,Male
17-208301,NA,NA,NA
17-208307,Unknown,Unknown,Unknown
17-208329,NA,NA,NA
17-208348,Unknown,White,Male
17-208363,Unknown,White,Male
17-208375,NA,NA,NA
17-208390,East African,East African,Male
17-208402,Unknown,Unknown,Unknown
17-208410,Unknown,Native American,Male
17-208418,Unknown,Asian,Male
17-208422,White,White,Female
17-208423,NA,NA,NA
17-208428,NA,NA,NA
17-208439,NA,NA,NA
17-208448,Unknown,Black,Male
17-208457,Unknown,White,Male
17-208477,Unknown,White,Male
17-208478,Unknown,East African,Female
17-208483,Unknown,Latino,Female
17-208488,Unknown,Unknown,Unknown
17-208501,Black,Black,Male
17-208506,Black,Black,Male
17-208519,Black,Black,Male
17-208528,Black,Unknown,Male
17-208532,Unknown,Black,NA
17-208534,Unknown,White,Male
17-208557,Unknown,Black,Male
17-208564,Unknown,Black,Male
17-208566,White,White,Female
17-208581,Unknown,White,Female
17-208586,White,White,Male
17-208593,Unknown,Black,Male
17-208604,Native American,Native American,Male
17-208615,Unknown,Black,Male
17-208624,Unknown,Unknown,Unknown
17-208629,Unknown,White,Male
17-208631,NA,NA,NA
17-208635,Unknown,Black,Male
17-208657,Unknown,White,Male
17-208660,Unknown,White,Male
17-208685,Black,Black,Female
17-208686,Unknown,White,Male
17-208698,Unknown,White,Male
17-208702,Unknown,East African,Male
17-208724,Unknown,Black,Male
17-208760,Other,Other,Male
17-208764,Unknown,Unknown,Unknown
17-208765,Unknown,White,Male
17-208768,NA,NA,NA
17-208790,Unknown,White,Female
17-208816,Unknown,White,Male
17-208832,Unknown,White,Male
17-208835,Unknown,Latino,Female
17-208836,Unknown,Black,Male
17-208848,Unknown,Black,Male
17-208856,Unknown,Black,Male
17-208864,Black,Black,Male
17-208866,Native American,Native American,Male
17-208867,Black,Black,Male
17-208882,NA,NA,NA
17-208884,Unknown,White,Male
17-208901,White,White,Male
17-208910,Unknown,White,Female
17-208912,White,White,Male
17-208913,Unknown,Unknown,Male
17-208934,Unknown,Black,Female
17-208940,Unknown,East African,Male
17-208945,White,White,Male
17-208949,NA,NA,NA
17-208965,NA,NA,NA
17-208978,Unknown,Black,Female
17-208997,Unknown,Unknown,Unknown
17-209000,Unknown,White,Male
17-209011,Unknown,White,Male
17-209018,Unknown,Black,Male
17-209024,Unknown,Black,Female
17-209029,Unknown,Black,Male
17-209035,Black,Black,Female
17-209043,Unknown,White,Male
17-209044,Unknown,Black,Male
17-209056,Unknown,Black,Male
17-209057,Unknown,White,Male
17-209063,Unknown,Black,Male
17-209064,Unknown,White,Male
17-209069,NA,NA,NA
17-209080,Unknown,Other,Male
17-209081,Unknown,Unknown,Unknown
17-209087,Unknown,Black,Male
17-209093,Unknown,Other,Male
17-209108,NA,NA,NA
17-209127,White,White,Male
17-209152,Unknown,White,Male
17-209156,White,White,Male
17-209168,White,White,Male
17-209176,Unknown,Latino,Male
17-209235,NA,NA,NA
17-209243,Black,White,Male
17-209246,Unknown,White,Male
17-209249,Unknown,Native American,Female
17-209253,Unknown,Unknown,Male
17-209273,Unknown,Native American,Female
17-209274,White,White,Female
17-209275,Black,Black,Male
17-209292,White,White,Male
17-209301,Unknown,Unknown,Unknown
17-209317,Unknown,Unknown,Male
17-209327,NA,NA,NA
17-209389,White,White,Male
17-209393,White,White,Male
17-209399,White,White,Male
17-209403,Unknown,Unknown,Unknown
17-209404,NA,NA,NA
17-209411,Black,Black,Male
17-209421,Unknown,White,Male
17-209426,White,White,Male
17-209431,White,White,Male
17-209437,Unknown,Black,Male
17-209439,NA,NA,NA
17-209440,Unknown,Unknown,Unknown
17-209468,Other,White,Male
17-209472,Unknown,Black,Male
17-209477,NA,NA,NA
17-209485,Unknown,Unknown,Female
17-209489,NA,NA,NA
17-209496,Black,Black,Male
17-209498,Unknown,Black,Female
17-209503,Other,Other,Female
17-209525,White,White,Female
17-209526,Unknown,Other,Male
17-209538,Unknown,Asian,Male
17-209548,Unknown,Unknown,Unknown
17-209564,Black,Black,Male
17-209567,Unknown,Black,Male
17-209573,NA,NA,NA
17-209577,Black,Black,Male
17-209582,Unknown,Black,Male
17-209587,White,White,Male
17-209604,NA,NA,NA
17-209615,Native American,Native American,Male
17-209617,Black,Black,Male
17-209626,Unknown,Unknown,Unknown
17-209628,Black,Black,Female
17-209668,Black,Black,Male
17-209687,Unknown,Black,Male
17-209690,NA,NA,NA
17-209694,Latino,Unknown,Male
17-209700,Black,Black,Male
17-209702,Black,Black,Female
17-209708,Unknown,White,Female
17-209746,White,White,Male
17-209751,Unknown,Unknown,Unknown
17-209756,Unknown,Black,Male
17-209774,Black,Black,Male
17-209776,Black,Black,Male
17-209779,Black,Black,Male
17-209795,Black,White,Male
17-209798,Unknown,Unknown,Unknown
17-209822,White,White,Male
17-209825,Unknown,Black,Male
17-209828,NA,NA,NA
17-209830,White,White,Male
17-209842,Unknown,Black,Female
17-209844,NA,NA,NA
17-209848,Unknown,Unknown,Unknown
17-209853,East African,East African,Male
17-209854,Unknown,Unknown,Unknown
17-209856,Unknown,Unknown,Unknown
17-209864,Unknown,Asian,Male
17-209870,Unknown,Unknown,Unknown
17-209879,Unknown,Black,Female
17-209885,Unknown,Unknown,Unknown
17-209918,White,Unknown,Male
17-209931,Black,Black,Male
17-209957,Black,Black,Male
17-209960,Unknown,Unknown,Unknown
17-209962,Unknown,White,Female
17-209965,NA,NA,NA
17-209982,Black,Black,Male
17-210004,Unknown,Other,Male
17-210010,NA,NA,NA
17-210017,Black,Black,Male
17-210049,Unknown,White,Male
17-210063,Unknown,Unknown,Unknown
17-210067,Black,Black,Male
17-210069,Unknown,Black,Male
17-210073,Black,Black,Male
17-210089,Other,Other,Male
17-210103,Black,Black,Male
17-210114,Unknown,White,Male
17-210129,Unknown,Black,Female
17-210134,Unknown,White,Male
17-210140,White,White,Female
17-210146,Black,Black,Male
17-210148,Unknown,White,Female
17-210152,Unknown,Black,Male
17-210155,Unknown,Black,Male
17-210166,Unknown,White,Female
17-210167,Unknown,Black,Male
17-210176,Unknown,Black,Male
17-210184,Unknown,Unknown,Female
17-210190,Unknown,Asian,Male
17-210213,Unknown,White,Female
17-210220,Unknown,Unknown,Unknown
17-210233,Unknown,White,Female
17-210261,East African,East African,Male
17-210272,Unknown,White,Male
17-210279,Unknown,Unknown,Unknown
17-210286,Unknown,White,Female
17-210292,Unknown,Black,Female
17-210301,Unknown,Unknown,Unknown
17-210315,Unknown,Latino,Male
17-210317,Unknown,White,Female
17-210318,Unknown,Black,Male
17-210338,Unknown,White,Male
17-210339,Unknown,Unknown,Unknown
17-210340,Unknown,Unknown,Unknown
17-210342,Unknown,White,Male
17-210346,Unknown,Unknown,Unknown
17-210351,Unknown,White,Female
17-210360,Unknown,Other,Male
17-210362,NA,NA,NA
17-210364,Unknown,Unknown,Unknown
17-210372,NA,NA,NA
17-210373,Unknown,Native American,Female
17-210380,Unknown,Unknown,Unknown
17-210381,Unknown,Other,Female
17-210384,NA,NA,NA
17-210392,NA,NA,NA
17-210405,White,Unknown,Male
17-210404,Unknown,Other,Female
17-210412,Unknown,Unknown,Unknown
17-210413,Unknown,East African,Female
17-210414,Unknown,White,Female
17-210415,Unknown,Black,Male
17-210421,Black,Unknown,Male
17-210422,NA,NA,NA
17-210425,NA,NA,NA
17-210426,Black,Black,Male
17-210432,Black,Black,Male
17-210433,Unknown,Unknown,Unknown
17-210434,Black,Black,Male
17-210439,Unknown,White,Male
17-210443,Black,Black,Male
17-210447,Unknown,Black,Female
17-210450,Unknown,White,Male
17-210464,Unknown,Native American,Female
17-210466,Native American,Native American,Female
17-210489,Unknown,Black,Male
17-210502,Unknown,Black,Male
17-210509,Unknown,Other,Female
17-210511,Unknown,White,Male
17-210514,Unknown,Other,Male
17-210527,Unknown,Asian,Male
17-210534,Unknown,Unknown,Male
17-210542,Unknown,Black,Male
17-210549,Unknown,White,Male
17-210550,NA,NA,NA
17-210556,Unknown,Black,Male
17-210558,Unknown,East African,Male
17-210560,Unknown,Native American,Female
17-210564,Unknown,Latino,Female
17-210576,Unknown,Other,Female
17-210577,Unknown,Black,Male
17-210578,Black,Black,Male
17-210586,NA,NA,NA
17-210587,Unknown,Unknown,Unknown
17-210589,Unknown,White,Male
17-210596,Unknown,Black,Male
17-210597,Unknown,Black,Male
17-210600,Unknown,Unknown,Unknown
17-210603,Unknown,Black,Male
17-210612,Black,Black,Male
17-210614,Unknown,White,Female
17-210619,Black,Black,Male
17-210627,Unknown,Unknown,Unknown
17-210636,Unknown,Black,Male
17-210640,White,White,Male
17-210709,Black,Unknown,Male
17-210716,NA,NA,NA
17-210732,White,White,Male
17-210734,White,White,Female
17-210737,East African,East African,Female
17-210740,White,White,Female
17-210745,White,White,Female
17-210750,Unknown,Unknown,Unknown
17-210753,White,White,Female
17-210756,White,White,Male
17-210758,Unknown,Unknown,Unknown
17-210765,East African,East African,Male
17-210795,Unknown,Native American,Male
17-210815,Black,Black,Male
17-210818,Unknown,Latino,Female
17-210819,Unknown,Unknown,Unknown
17-210826,Unknown,White,Male
17-210825,Unknown,White,Male
17-210839,NA,NA,NA
17-210844,Unknown,Native American,Male
17-210858,Unknown,Unknown,Unknown
17-210894,Unknown,Black,Male
17-210905,Unknown,Black,Female
17-210929,NA,NA,NA
17-210930,Black,Black,Male
17-210948,Unknown,East African,Female
17-210954,White,White,Male
17-210971,Native American,Native American,Male
17-210993,Unknown,Black,Male
17-211004,Black,Black,Male
17-211008,NA,NA,NA
17-211034,NA,NA,NA
17-211037,Unknown,East African,Female
17-211051,Unknown,Unknown,Unknown
17-211062,Unknown,Unknown,Unknown
17-211067,Unknown,Other,Female
17-211087,Unknown,Unknown,Unknown
17-211088,Unknown,Black,Male
17-211131,Unknown,Black,Male
17-211139,Native American,Unknown,Unknown
17-211144,Unknown,White,Male
17-211147,Unknown,Black,Male
17-211178,NA,NA,NA
17-211202,White,White,Female
17-211245,Unknown,East African,Male
17-211241,Unknown,Unknown,Male
17-211273,White,Unknown,Male
17-211276,Unknown,Latino,Male
17-211289,NA,NA,NA
17-211307,Unknown,Black,Male
17-211316,White,White,Male
17-211319,NA,NA,NA
17-211330,Unknown,Unknown,Female
17-211353,NA,NA,NA
17-211359,Unknown,Other,Male
17-211377,Unknown,Unknown,Unknown
17-211399,Unknown,Black,Male
17-211406,Native American,Native American,Male
17-211411,NA,NA,NA
17-211424,NA,NA,NA
17-211429,Unknown,East African,Male
17-211431,Unknown,Unknown,Unknown
17-211444,Unknown,Black,Male
17-211447,Black,Black,Unknown
17-211469,Unknown,Unknown,Unknown
17-211514,NA,NA,NA
17-211528,NA,NA,NA
17-211533,Black,Black,Male
17-211538,Unknown,Latino,Male
17-211539,Unknown,Black,Male
17-211549,Unknown,Black,Female
17-211570,NA,NA,NA
17-211571,NA,NA,NA
17-211576,Unknown,Unknown,Unknown
17-211584,Black,Black,Male
17-211599,NA,NA,NA
17-211622,NA,NA,NA
17-211645,Black,Black,Male
17-211657,NA,NA,NA
17-211661,Other,Other,Male
17-211668,Black,Black,Male
17-211675,NA,NA,NA
17-211704,Unknown,Unknown,Unknown
17-211708,Native American,Native American,Female
17-211711,Unknown,East African,Male
17-211720,Native American,Native American,Female
17-211728,Unknown,White,Female
17-211730,White,White,Female
17-211738,White,White,Female
17-211743,NA,NA,NA
17-211746,Native American,Native American,Female
17-211757,Unknown,Unknown,Unknown
17-211790,Latino,Unknown,Unknown
17-211792,Unknown,Other,Female
17-211797,Unknown,White,Male
17-211804,Unknown,Black,Female
17-211817,Unknown,Latino,Female
17-211844,Unknown,White,Male
17-211849,Unknown,Black,Male
17-211870,Black,Unknown,Female
17-211872,Unknown,Unknown,Unknown
17-211881,Unknown,Black,Male
17-211884,NA,NA,NA
17-211886,NA,NA,NA
17-211888,Black,Black,Male
17-211889,White,White,Male
17-211892,Unknown,White,Male
17-211896,Unknown,Black,Male
17-211907,NA,NA,NA
17-211914,Unknown,East African,Male
17-211915,Unknown,Unknown,Unknown
17-211916,NA,NA,NA
17-211919,NA,NA,NA
17-211923,Unknown,Black,Male
17-211927,Unknown,White,Female
17-211931,Unknown,White,Female
17-211948,Unknown,Black,Male
17-211969,Unknown,Black,Male
17-211971,Unknown,Unknown,Unknown
17-211976,Black,Black,Male
17-211984,NA,NA,NA
17-211988,Unknown,Black,Female
17-212004,Unknown,White,Female
17-212007,Unknown,Unknown,Unknown
17-212012,Unknown,Black,Male
17-212053,NA,NA,NA
17-212058,Unknown,White,Male
17-212066,Unknown,Black,Female
17-212069,Unknown,Black,Male
17-212070,Unknown,Black,Male
17-212074,NA,NA,NA
17-212090,Black,Black,Female
17-212093,Black,Black,Male
17-212094,Unknown,Black,Male
17-212095,Unknown,Native American,Male
17-212100,Unknown,Black,Female
17-212104,Unknown,Black,Male
17-212110,NA,NA,NA
17-212112,Unknown,Black,Male
17-212118,Unknown,White,Male
17-212123,Black,Unknown,Unknown
17-212128,Black,Black,Male
17-212133,Black,Black,Male
17-212140,NA,NA,NA
17-212151,Unknown,White,Male
17-212175,NA,NA,NA
17-212186,White,White,Male
17-212196,NA,NA,NA
17-212211,Unknown,White,Male
17-212238,Unknown,Unknown,Unknown
17-212259,Black,Black,Male
17-212260,Unknown,White,Male
17-212278,NA,NA,NA
17-212282,Unknown,White,Male
17-212301,Black,Black,Female
17-212302,Unknown,White,Female
17-212323,NA,NA,NA
17-212330,Unknown,Black,Female
17-212340,Native American,Native American,Female
17-212353,Unknown,Latino,Female
17-212368,Unknown,Unknown,Unknown
17-212372,Unknown,Unknown,Unknown
17-212387,Unknown,Unknown,Unknown
17-212388,Unknown,White,Male
17-212409,Latino,Black,Female
17-212444,NA,NA,NA
17-212503,Black,Black,Male
17-212515,NA,NA,NA
17-212535,Unknown,Black,Male
17-212536,White,White,Male
17-212548,Unknown,Unknown,Female
17-212558,NA,NA,NA
17-212586,NA,NA,NA
17-212591,Unknown,White,Male
17-212593,NA,NA,NA
17-212614,Unknown,Unknown,Male
17-212618,NA,NA,NA
17-212623,NA,NA,NA
17-212637,NA,NA,NA
17-212641,Unknown,Latino,Male
17-212662,Unknown,Other,Male
17-212674,Black,Black,Male
17-212676,Unknown,Asian,Male
17-212679,Unknown,Black,Female
17-212680,NA,NA,NA
17-212688,Black,Black,Male
17-212692,Unknown,Black,Male
17-212696,Unknown,White,Male
17-212712,White,White,Male
17-212747,NA,NA,NA
17-212754,NA,NA,NA
17-212759,Unknown,Unknown,Unknown
17-212785,NA,NA,NA
17-212788,Unknown,Latino,Female
17-212818,White,White,Female
17-212819,Latino,Latino,Male
17-212830,Unknown,Unknown,Unknown
17-212833,Unknown,Asian,Male
17-212848,Black,White,Male
17-212864,Unknown,Unknown,Unknown
17-212865,NA,NA,NA
17-212870,Native American,Native American,Female
17-212880,Unknown,White,Female
17-212893,Unknown,Unknown,Unknown
17-212911,NA,NA,NA
17-212916,NA,NA,NA
17-212927,White,White,Male
17-212935,Unknown,White,Male
17-212938,Unknown,Unknown,Unknown
17-212940,Unknown,Unknown,Unknown
17-212947,Unknown,Unknown,Unknown
17-212955,Black,Black,Female
17-212965,Unknown,White,Male
17-212976,Unknown,Unknown,Unknown
17-212978,White,White,Male
17-212979,Black,Unknown,Unknown
17-212989,Black,Black,Female
17-212997,Unknown,Black,Male
17-213014,White,White,Male
17-213035,Unknown,Unknown,Unknown
17-213043,NA,NA,NA
17-213055,Unknown,East African,Female
17-213073,White,White,Female
17-213101,Unknown,White,Male
17-213110,Unknown,White,Female
17-213114,NA,NA,NA
17-213123,Unknown,Unknown,Unknown
17-213130,Unknown,Black,Male
17-213138,Unknown,White,Male
17-213146,NA,NA,NA
17-213143,Unknown,White,Female
17-213178,NA,NA,NA
17-213183,Unknown,White,Male
17-213186,Black,Black,Male
17-213190,Unknown,White,Female
17-213192,NA,NA,NA
17-213196,Other,Other,Female
17-213200,Unknown,White,Male
17-213218,Unknown,Black,Female
17-213222,Unknown,White,Male
17-213227,Native American,Native American,Female
17-213232,Unknown,Black,Male
17-213238,NA,NA,NA
17-213241,Unknown,Unknown,Unknown
17-213242,Unknown,Unknown,Unknown
17-213245,White,White,Male
17-213250,Unknown,Latino,Male
17-213252,NA,NA,NA
17-213264,Native American,Native American,Male
17-213304,Black,Black,Male
17-213306,Unknown,Other,Male
17-213311,Unknown,White,Female
17-213313,Unknown,Black,Male
17-213320,Other,Other,Male
17-213338,Unknown,East African,Male
17-213347,Unknown,White,Male
17-213369,Unknown,Unknown,Unknown
17-213382,Unknown,Black,Male
17-213387,Black,Unknown,Male
17-213390,Unknown,Black,Male
17-213392,Unknown,Black,Male
17-213402,White,White,Male
17-213415,Unknown,Black,Male
17-213416,White,Latino,Male
17-213429,Unknown,White,Female
17-213431,NA,NA,NA
17-213441,Unknown,White,Male
17-213449,Unknown,Black,Male
17-213453,Unknown,White,Female
17-213458,Unknown,White,Male
17-213483,Unknown,Black,Female
17-213484,Unknown,Unknown,Female
17-213487,White,White,Male
17-213489,East African,East African,Male
17-213491,Unknown,White,Male
17-213493,NA,NA,NA
17-213504,Unknown,Black,Male
17-213509,White,White,Male
17-213510,Unknown,White,Male
17-213513,Unknown,White,Female
17-213514,Unknown,Black,Male
17-213523,Unknown,Unknown,Unknown
17-213532,Unknown,Black,Female
17-213534,Unknown,Black,Female
17-213536,Unknown,Asian,Female
17-213538,NA,NA,NA
17-213539,Black,Black,Male
17-213544,Unknown,White,Female
17-213551,Unknown,Black,Male
17-213552,Unknown,Other,Female
17-213553,Unknown,White,Female
17-213561,Unknown,Black,Male
17-213562,Unknown,Black,Male
17-213563,Unknown,Unknown,Unknown
17-213565,Unknown,Unknown,Female
17-213566,Unknown,White,Male
17-213580,White,White,Male
17-213588,Unknown,Unknown,Male
17-213597,Unknown,White,Male
17-213598,White,White,Male
17-213606,Unknown,Latino,Female
17-213616,NA,NA,NA
17-213620,Unknown,Unknown,Unknown
17-213630,Unknown,White,Female
17-213634,Unknown,Unknown,Male
17-213641,Black,Black,Male
17-213661,Unknown,Black,Male
17-213666,NA,NA,NA
17-213676,NA,NA,NA
17-213677,White,White,Male
17-213680,NA,NA,NA
17-213683,NA,NA,NA
17-213684,Unknown,Black,Male
17-213689,Unknown,Unknown,Male
17-213690,Unknown,Latino,Male
17-213711,NA,NA,NA
17-213719,White,White,Male
17-213732,Unknown,Black,Male
17-213746,Unknown,Latino,Male
17-213753,NA,NA,NA
17-213755,Unknown,Black,Male
17-213761,White,White,Male
17-213782,Unknown,Other,Male
17-213787,Unknown,White,Male
17-213794,Unknown,Black,Male
17-213796,NA,NA,NA
17-213802,Unknown,Black,Male
17-213804,NA,NA,NA
17-213809,Unknown,White,Male
17-213815,Unknown,Black,Male
17-213816,Unknown,Latino,Female
17-213827,Unknown,White,Female
17-213843,Unknown,Unknown,Unknown
17-213848,Native American,Native American,Male
17-213855,Unknown,Latino,Male
17-213856,NA,NA,NA
17-213857,Unknown,White,Female
17-213858,NA,NA,NA
17-213859,Unknown,Latino,Female
17-213862,Unknown,Black,Male
17-213861,Unknown,White,Male
17-213863,Unknown,Other,Male
17-213868,Unknown,White,Female
17-213871,Unknown,White,Male
17-213875,Unknown,White,Female
17-213879,NA,NA,NA
17-213882,Black,Black,Male
17-213888,White,White,Male
17-213894,Unknown,Black,Male
17-213907,Black,Black,Male
17-213927,Unknown,Unknown,Male
17-213959,NA,NA,NA
17-213966,Unknown,East African,Male
17-213973,White,Unknown,Male
17-213977,Unknown,Unknown,Unknown
17-213987,NA,NA,NA
17-214004,Unknown,White,Female
17-214037,Unknown,White,Male
17-214055,NA,NA,NA
17-214088,NA,NA,NA
17-214093,East African,East African,Male
17-214108,Unknown,White,Male
17-214128,NA,NA,NA
17-214155,NA,NA,NA
17-214164,Black,Other,Unknown
17-214176,Unknown,Unknown,Male
17-214186,Black,Unknown,Male
17-214195,Black,Black,Male
17-214245,Unknown,Unknown,Male
17-214252,Unknown,White,Male
17-214249,Unknown,Black,Female
17-214273,Unknown,White,Male
17-214285,Unknown,Unknown,Unknown
17-214298,NA,NA,NA
17-214314,White,White,Male
17-214318,White,White,Female
17-214357,Unknown,White,Male
17-214363,Other,Unknown,Unknown
17-214365,Black,Black,Male
17-214370,Native American,Native American,Female
17-214386,White,White,Male
17-214405,Black,Black,Male
17-214426,Unknown,Unknown,Unknown
17-214447,Unknown,Other,Male
17-214453,Unknown,White,Male
17-214475,Unknown,White,Male
17-214480,Unknown,Other,Female
17-214482,Unknown,Black,Male
17-214483,Black,Black,Male
17-214524,Unknown,Black,Male
17-214526,Unknown,Latino,Male
17-214567,Unknown,White,Female
17-214586,Unknown,Unknown,Unknown
17-214589,Black,Black,Male
17-214591,Unknown,White,Male
17-214610,Unknown,White,Male
17-214613,Unknown,Unknown,Unknown
17-214622,Black,Black,Male
17-214629,Unknown,White,Male
17-214634,Unknown,East African,Male
17-214641,Unknown,East African,Male
17-214646,Unknown,East African,Female
17-214655,Unknown,Asian,Female
17-214660,Unknown,Unknown,Unknown
